memnuniyet_seviyesi;performans_olcumu;proje_sayisi;aylik_calisma_suresi;tecrube
94;59;4;241;2
94;59;4;241;2
64;99;3;167;2
61;99;2;275;3
77;83;4;245;5
35;57;3;109;3
97;88;3;204;2
56;75;2;264;2
39;89;3;188;5
39;89;3;188;5
87;82;4;248;2
23;79;5;196;5
79;99;4;183;2
59;99;3;235;2
15;42;4;238;3
24;83;3;208;5
96;91;3;257;3
39;85;5;179;5
99;94;3;244;3
42;41;5;240;2
72;82;5;287;3
67;71;5;265;2
76;95;2;156;4
23;37;3;247;4
95;96;3;250;3
81;76;5;134;2
11;83;6;244;4
11;83;6;244;4
11;83;6;244;4
11;83;6;244;4
11;83;6;244;4
11;83;6;244;4
82;99;3;195;2
43;47;2;248;2
45;52;2;105;3
63;41;3;180;5
74;84;5;249;5
74;84;5;249;5
74;84;5;249;5
93;57;3;141;2
67;54;3;166;5
96;66;4;268;3
22;89;4;262;4
63;91;3;252;2
84;94;4;270;3
79;96;4;170;2
95;51;3;254;4
82;56;2;227;5
82;56;2;227;5
85;65;4;280;3
96;84;3;264;3
15;67;6;195;2
86;88;4;274;3
93;75;3;243;2
12;39;5;161;4
99;79;4;172;2
74;87;5;242;5
74;87;5;242;5
74;87;5;242;5
57;88;4;140;2
57;88;4;140;2
97;57;4;150;2
97;57;4;150;2
92;85;3;235;2
81;73;4;258;2
98;51;4;223;2
82;73;4;195;5
74;74;5;262;2
27;86;3;222;5
75;89;4;228;5
92;83;4;268;4
92;83;4;268;4
98;66;3;154;2
88;96;4;262;3
53;75;2;123;4
56;86;4;137;2
23;49;5;214;5
93;62;4;142;2
24;95;3;168;4
57;61;4;158;5
58;79;5;262;2
17;59;6;160;2
83;96;3;179;2
24;52;4;228;5
71;65;4;263;2
94;94;3;255;3
55;81;4;260;2
18;93;3;245;4
91;94;5;159;3
91;94;5;159;3
61;65;2;117;2
97;86;3;187;2
96;88;2;193;2
93;88;4;261;4
15;75;3;150;4
15;75;3;150;4
43;86;5;125;3
96;57;3;263;3
52;92;3;150;2
52;92;4;150;2
85;97;4;210;2
96;49;5;137;3
96;49;5;137;3
92;53;3;238;2
89;96;5;260;3
92;83;5;270;3
57;62;5;263;2
17;82;6;259;4
69;98;3;168;2
66;59;5;262;2
92;54;5;141;2
32;55;4;167;5
75;89;6;250;2
75;89;6;250;2
96;87;4;187;2
66;96;4;160;2
11;79;6;247;4
92;53;2;261;4
92;99;5;236;4
74;91;5;135;3
85;91;4;145;3
86;87;5;156;4
42;89;6;188;5
19;64;6;222;5
55;72;3;110;3
83;84;3;249;2
59;57;4;261;2
72;81;4;134;2
95;58;5;133;3
65;76;2;170;5
65;76;2;170;5
78;71;3;249;5
78;71;3;249;5
73;91;4;248;2
56;97;5;163;2
51;96;3;149;4
89;79;3;149;2
73;88;5;204;5
91;84;3;237;2
75;55;5;281;3
88;72;2;144;4
21;43;2;249;3
97;64;4;152;2
98;96;5;183;3
98;79;5;257;4
98;79;5;257;4
97;92;3;168;3
72;79;5;260;2
98;63;4;232;2
68;74;4;263;2
87;97;4;160;3
53;53;4;257;2
53;53;4;257;2
37;41;2;113;3
37;41;2;113;3
84;61;3;253;2
86;86;3;155;4
61;89;2;287;4
93;57;5;143;2
92;84;3;164;2
81;81;4;218;5
99;63;5;229;2
63;95;4;137;3
79;84;4;144;2
11;78;6;247;4
77;55;5;255;2
91;53;3;147;4
61;38;2;268;3
15;91;5;230;3
15;91;5;230;3
42;94;5;227;5
94;52;5;133;3
94;52;5;133;3
84;85;4;246;2
24;39;5;158;2
76;97;3;271;3
75;86;5;237;5
23;88;5;156;4
76;99;2;183;2
78;99;2;188;2
95;55;5;134;3
86;91;4;147;3
84;84;3;150;4
65;86;4;256;2
52;44;3;119;2
19;98;5;226;4
28;52;3;127;4
65;91;4;243;5
65;91;4;243;5
91;56;4;241;2
51;98;4;171;2
95;76;3;236;2
73;61;4;260;2
73;61;4;260;2
71;99;3;228;2
24;81;4;217;5
21;74;5;141;4
48;99;5;180;2
77;86;5;282;4
77;99;4;153;3
83;52;4;273;3
72;96;3;143;3
92;86;3;166;4
74;89;4;149;2
93;81;3;143;3
96;53;3;158;4
65;92;4;133;3
92;88;4;151;3
96;99;4;233;3
99;81;3;183;2
99;81;3;183;2
36;74;6;280;3
97;82;4;176;2
22;55;4;261;3
37;74;5;117;3
76;77;5;133;2
66;67;3;123;4
97;99;3;196;3
94;89;4;192;2
27;69;2;177;5
95;96;5;175;3
72;51;3;254;2
72;85;5;246;5
11;77;6;247;4
11;77;6;247;4
77;96;3;232;2
49;94;5;136;3
49;99;3;221;2
41;56;2;121;2
55;98;3;169;2
79;98;4;185;2
82;89;4;275;3
91;82;4;238;2
91;82;4;238;2
87;91;5;268;3
78;45;4;128;2
83;75;6;215;5
95;57;2;263;3
38;64;3;111;3
63;56;5;286;4
85;96;3;211;2
89;39;5;218;2
89;39;5;218;2
94;71;4;151;2
59;37;3;125;2
56;64;3;262;2
96;96;5;243;3
96;87;5;202;2
94;75;5;238;2
95;59;2;154;4
67;87;5;254;2
67;87;5;254;2
79;49;3;273;3
79;49;3;273;3
97;72;5;260;4
94;72;3;152;2
94;95;5;170;3
94;95;5;170;3
99;77;5;222;2
46;87;5;254;5
92;89;3;220;2
71;84;3;139;2
96;57;3;151;2
83;89;5;141;3
97;55;4;258;3
51;63;5;260;2
51;63;5;260;2
43;46;4;169;5
49;96;3;140;3
83;67;5;132;2
94;69;3;269;3
93;86;4;169;4
98;56;3;157;2
74;95;3;157;4
62;78;4;261;2
92;92;3;159;3
59;39;4;190;5
97;61;4;262;3
97;61;4;262;3
44;38;4;128;2
81;52;4;274;3
54;88;3;251;2
92;91;3;202;2
93;58;5;238;2
81;98;6;196;2
93;84;5;266;3
98;84;4;200;2
91;61;4;243;2
98;94;3;179;3
56;68;3;109;3
29;57;5;134;2
29;57;5;134;2
39;39;2;131;2
77;85;5;221;5
94;51;4;229;2
24;71;3;187;5
76;86;5;223;5
76;86;5;223;5
76;86;5;223;5
98;81;3;180;2
83;71;3;254;2
94;83;5;148;3
84;63;3;121;3
84;63;3;121;3
11;78;6;245;4
11;78;6;245;4
11;79;6;244;4
24;58;3;184;5
88;68;4;274;4
13;72;4;247;3
74;93;5;140;3
88;52;5;264;4
96;54;3;153;2
42;69;3;126;2
42;69;3;126;2
63;61;6;118;2
85;58;4;273;4
18;97;4;206;3
13;72;4;154;4
66;99;3;228;2
78;83;4;252;2
58;49;2;107;3
96;85;3;186;2
88;66;4;275;3
96;95;6;215;4
89;88;3;165;4
53;77;4;259;2
53;77;4;259;2
73;98;3;227;2
78;82;4;142;2
28;76;3;150;2
78;89;4;137;3
78;89;4;137;3
58;38;4;203;5
58;38;4;203;5
18;46;4;249;4
36;97;5;151;3
81;51;3;247;2
54;81;4;257;2
73;88;4;148;2
84;93;6;166;4
95;96;4;244;3
54;75;3;260;2
92;49;5;259;3
69;64;3;286;3
95;87;3;208;2
31;86;3;205;5
98;75;5;168;4
38;77;3;173;5
99;73;4;224;2
27;96;3;255;4
88;89;3;171;2
95;62;4;150;2
95;62;4;150;2
35;81;5;182;5
64;88;3;252;2
64;88;3;252;2
33;59;3;243;2
69;53;4;281;4
84;85;3;153;4
87;48;4;264;3
87;48;4;264;3
89;91;3;264;3
93;89;4;209;2
77;81;5;237;5
98;57;5;141;3
98;77;5;223;2
15;39;5;229;4
16;87;5;163;3
87;74;5;248;2
98;76;3;224;2
49;76;3;257;2
25;87;3;265;4
87;87;4;144;3
87;87;4;144;3
85;77;3;146;4
91;74;3;150;2
91;74;3;150;2
84;85;3;243;2
28;83;4;206;5
95;72;4;235;2
93;73;4;153;2
63;97;4;234;2
88;96;5;182;4
94;68;5;151;2
96;92;3;196;4
96;49;4;252;3
77;54;5;252;2
99;48;5;202;2
21;49;3;253;3
74;54;6;113;3
98;97;3;196;3
31;56;4;238;2
31;56;4;238;2
31;56;4;238;2
97;58;5;156;2
33;88;6;219;5
33;88;6;219;5
33;88;6;219;5
79;93;5;160;4
66;51;4;254;2
66;51;4;254;2
99;97;4;208;3
81;97;4;212;2
43;65;4;124;2
43;65;4;124;2
58;76;5;260;2
64;53;3;281;3
11;78;6;243;4
11;78;6;243;4
82;89;4;239;2
82;89;4;239;2
97;76;3;147;3
34;46;6;132;2
95;67;3;153;2
79;98;3;195;2
49;85;3;250;2
79;83;4;250;2
91;99;5;228;4
69;82;4;137;2
94;91;3;163;3
96;66;3;155;2
68;62;3;255;5
81;96;4;219;2
87;82;5;138;3
88;93;4;195;2
42;38;2;115;3
83;78;5;250;2
25;75;5;194;5
98;61;3;226;2
19;85;5;249;3
19;85;5;249;3
82;71;2;209;5
82;71;2;209;5
78;47;4;129;2
87;71;5;145;4
76;84;5;227;5
38;42;2;127;4
36;68;2;126;4
99;59;3;163;2
14;72;4;254;4
88;63;3;273;3
86;97;4;258;3
89;75;3;134;3
94;55;5;231;2
95;81;4;263;3
87;67;3;139;2
28;92;3;151;3
71;97;3;173;2
54;57;3;257;2
53;63;4;259;2
56;86;5;252;2
21;43;5;175;2
21;43;5;175;2
81;83;3;133;3
93;87;3;154;3
92;66;4;133;3
53;75;4;263;5
89;92;3;195;2
89;92;3;195;2
48;48;2;245;5
94;59;3;234;2
95;86;3;207;2
22;98;4;185;3
76;79;3;197;5
64;96;3;274;3
16;57;5;144;4
66;81;5;135;2
78;56;5;252;2
86;92;3;180;2
62;91;3;133;3
91;77;4;239;2
93;67;4;135;3
98;89;4;169;3
43;39;5;198;5
83;82;3;134;3
93;98;3;241;3
93;98;3;241;3
97;49;4;213;2
75;75;5;133;2
37;71;3;117;3
94;58;3;135;3
47;39;6;215;5
39;38;4;135;2
54;63;5;259;2
31;69;3;120;3
62;69;3;261;2
97;94;3;180;3
83;86;4;139;3
35;67;2;116;3
99;93;4;236;3
72;98;4;180;2
77;59;5;189;5
94;91;5;254;3
85;88;3;235;2
88;67;5;141;2
79;65;2;193;5
87;75;3;132;3
95;94;3;174;3
73;93;4;162;2
93;52;3;229;2
57;99;4;222;2
53;81;5;135;2
28;38;5;139;4
58;72;3;113;3
88;74;5;245;2
51;98;4;269;3
95;49;3;158;2
53;64;2;109;3
86;64;4;137;2
74;56;4;254;2
39;41;6;115;3
94;66;3;236;2
99;78;2;177;4
99;96;4;202;3
85;92;4;151;3
93;55;3;134;3
44;74;5;253;2
48;61;2;121;2
97;77;5;223;2
78;98;4;207;2
78;98;4;207;2
76;83;5;227;5
76;83;5;227;5
76;83;5;227;5
44;87;2;140;4
67;91;2;245;2
67;91;2;245;2
54;72;4;259;2
97;63;3;141;3
77;82;4;217;5
95;63;3;153;2
95;63;3;153;2
77;91;5;274;3
71;62;3;258;2
78;91;3;238;2
84;89;3;234;2
62;42;2;124;2
85;96;2;260;3
49;52;4;251;2
87;54;3;268;3
67;92;4;156;2
96;62;5;230;2
32;86;4;214;5
32;86;4;214;5
99;72;3;220;2
81;69;5;134;2
53;71;3;125;2
72;87;5;223;5
72;87;5;223;5
72;87;5;223;5
89;91;4;190;2
89;66;3;272;3
89;83;5;267;4
52;64;5;258;2
98;87;3;239;4
89;89;5;179;2
29;58;5;234;2
94;87;4;157;3
33;58;3;115;3
63;98;4;175;2
81;77;5;251;2
81;77;5;251;2
44;44;3;126;2
97;51;4;241;4
69;84;3;253;2
64;99;4;222;2
59;57;5;257;2
63;96;4;167;2
36;42;3;206;5
13;87;3;185;4
76;98;4;191;2
91;78;3;269;3
91;78;3;269;3
64;86;4;143;2
93;83;4;225;2
87;92;4;263;3
87;92;4;263;3
69;98;3;269;3
89;83;5;269;3
62;94;3;151;4
52;96;4;170;2
75;69;2;257;2
48;96;4;224;2
17;93;6;192;4
98;53;4;166;2
94;59;3;151;2
94;59;3;151;2
98;97;3;209;3
18;59;4;132;3
42;47;6;174;5
42;47;6;174;5
51;76;3;256;2
61;48;3;250;2
91;82;3;145;3
42;54;3;122;4
83;95;3;211;2
56;88;4;248;2
58;98;3;146;3
58;92;3;232;5
65;96;3;168;2
77;87;4;150;4
99;82;6;185;4
44;81;3;248;2
93;73;4;156;2
38;54;2;112;3
98;53;4;214;2
84;63;4;135;2
97;79;5;259;3
97;79;5;259;3
79;56;5;250;2
61;66;2;111;3
33;64;2;274;3
33;64;2;274;3
66;99;3;183;2
92;84;5;264;3
87;65;4;246;2
83;86;3;273;3
95;42;3;189;2
71;48;5;114;3
92;95;6;239;4
76;97;4;219;2
17;73;5;258;4
68;97;3;174;2
68;97;3;174;2
66;98;4;225;2
95;65;3;155;2
64;95;3;154;4
49;98;3;267;3
92;96;5;174;3
68;89;5;218;5
68;89;5;218;5
74;82;4;142;2
73;91;4;241;2
87;67;4;272;4
92;91;3;250;4
96;83;3;177;4
96;83;3;177;4
52;96;4;171;2
52;96;4;171;2
91;95;3;251;3
95;52;5;222;2
24;74;3;269;4
24;55;5;208;5
87;68;4;246;2
72;58;4;255;2
49;77;2;254;2
52;82;3;138;2
84;87;3;271;3
92;65;4;238;2
76;72;3;242;5
89;77;4;269;4
65;92;4;242;2
96;61;3;140;3
52;96;3;271;3
52;96;3;271;3
52;81;3;253;2
26;85;6;152;4
75;82;4;143;2
93;68;3;137;3
88;72;5;244;2
88;72;5;244;2
63;98;3;160;4
99;52;4;205;2
17;85;3;168;4
77;97;3;215;2
96;72;4;228;2
86;93;5;208;2
12;55;5;242;4
58;97;3;274;4
58;97;3;274;4
21;93;4;243;4
91;55;2;234;2
89;84;3;166;2
49;86;4;246;2
17;41;4;232;3
91;89;4;260;3
82;52;5;270;3
62;97;2;271;3
62;97;2;271;3
78;98;4;157;3
89;63;4;270;3
89;63;4;270;3
95;78;4;225;2
73;98;4;216;2
85;49;4;139;2
85;49;4;139;2
28;79;5;202;5
99;61;3;254;3
52;98;5;217;2
52;98;5;217;2
29;85;4;211;2
83;74;4;249;2
83;74;4;249;2
27;55;5;121;3
72;59;3;255;2
23;87;5;258;4
66;66;4;255;5
65;62;4;258;2
65;62;4;258;2
23;99;4;204;4
59;99;3;185;2
86;91;4;182;2
74;99;4;156;3
74;81;5;281;3
97;88;4;237;4
84;81;4;152;2
71;99;5;208;2
91;88;3;189;2
91;88;3;189;2
85;97;3;256;3
95;64;3;262;3
29;42;6;253;3
92;65;4;135;3
75;98;3;206;2
56;97;3;270;3
75;86;6;148;4
57;52;4;252;2
63;97;5;146;3
81;92;4;268;3
81;92;4;268;3
51;62;3;110;3
86;79;3;242;2
55;54;3;253;2
75;98;4;170;4
42;47;2;125;4
99;54;4;236;4
98;91;4;240;3
91;88;5;210;2
81;77;5;249;2
65;89;3;151;2
42;46;3;128;2
49;71;3;255;2
86;68;5;246;2
84;55;4;270;3
58;94;5;274;3
52;98;4;148;3
23;48;3;139;4
17;71;5;257;4
99;56;5;210;2
77;93;4;171;2
19;95;5;193;3
85;79;3;243;2
41;45;3;236;2
78;91;3;166;2
96;94;3;182;3
99;75;4;208;2
99;76;4;204;2
98;74;4;151;3
98;74;4;151;3
89;84;5;168;2
91;95;4;171;3
81;52;4;270;3
89;95;3;246;4
98;78;4;155;3
73;86;4;133;3
96;68;4;162;2
12;84;5;230;4
55;74;2;116;3
61;47;4;181;5
92;62;4;265;3
75;81;5;227;5
75;81;5;227;5
15;91;2;207;3
34;78;5;137;4
99;73;3;181;2
87;71;5;244;2
49;89;4;240;2
89;62;5;144;2
63;93;4;238;2
94;91;3;250;3
64;43;5;269;3
88;58;4;147;4
57;74;3;257;2
75;37;3;256;3
87;91;5;190;2
64;99;3;214;2
25;64;4;226;5
96;82;4;201;2
94;84;3;210;2
88;59;5;147;4
88;66;4;271;3
76;65;3;254;2
92;68;5;236;2
93;75;5;143;3
72;91;3;239;2
56;99;3;209;2
69;99;3;198;2
89;81;3;268;3
63;87;5;248;2
21;85;5;153;3
88;59;4;240;2
74;96;5;222;2
99;54;3;247;3
77;99;4;260;3
77;99;4;260;3
83;82;5;273;4
75;95;3;268;3
45;37;6;226;2
84;67;3;139;2
79;87;5;240;2
72;66;3;256;2
92;99;3;190;3
93;63;4;233;2
55;97;3;222;2
73;75;2;243;5
72;98;3;211;2
17;93;3;218;4
93;98;4;189;3
73;91;3;238;2
98;78;3;197;2
75;89;4;139;3
34;82;6;197;5
92;94;5;248;3
59;64;5;123;2
59;64;5;123;2
31;59;4;138;2
97;57;3;144;3
81;89;4;166;2
49;67;6;286;4
89;86;3;261;4
62;63;2;123;2
55;98;4;185;2
55;98;4;185;2
96;86;2;163;3
81;87;4;161;2
81;95;3;204;2
54;53;3;251;2
71;39;3;261;3
98;87;3;246;3
43;92;5;151;4
77;94;4;225;2
65;96;5;173;2
99;71;4;212;2
75;59;3;117;3
75;59;3;117;3
83;91;4;266;3
24;63;4;203;5
24;63;4;203;5
74;68;3;242;5
81;86;5;159;2
83;94;5;156;3
38;81;5;128;3
87;74;4;151;4
57;92;3;238;2
42;67;2;115;3
77;87;3;275;4
77;87;3;275;4
84;96;3;162;3
91;42;2;142;3
98;77;3;191;2
98;77;3;191;2
97;77;3;182;2
38;67;2;117;3
23;94;5;242;4
23;94;5;242;4
89;86;3;223;2
82;93;4;185;2
86;87;5;171;2
86;87;5;171;2
87;98;4;173;3
49;67;3;254;2
69;98;3;214;2
55;58;3;254;2
55;58;3;254;2
77;94;4;224;2
86;71;5;273;3
86;71;5;273;3
97;49;3;199;2
27;59;5;226;5
67;84;6;250;2
48;81;4;248;2
94;51;3;160;2
98;63;3;169;2
35;67;3;119;3
91;99;3;188;3
83;73;4;247;2
83;73;4;247;2
49;42;2;266;3
24;65;6;210;5
78;98;4;260;3
99;54;3;199;2
97;61;3;165;2
88;54;3;235;2
18;75;3;250;3
85;51;3;261;4
73;97;6;189;2
73;97;6;189;2
48;84;3;146;2
75;89;5;154;4
49;69;2;128;2
91;82;4;260;4
74;71;4;133;2
96;94;5;235;3
89;63;3;268;3
95;67;4;261;3
95;67;4;261;3
36;63;2;278;4
88;93;3;162;3
94;98;4;197;3
94;66;4;230;2
23;96;2;234;4
66;69;3;257;2
66;96;3;175;2
76;85;4;135;3
65;83;4;251;2
65;83;4;251;2
83;51;5;143;4
48;94;3;173;2
19;58;5;182;2
99;57;3;176;4
58;93;5;235;2
94;76;3;257;4
61;98;3;267;3
89;67;3;269;3
57;61;5;254;5
99;64;3;174;4
67;75;4;133;2
57;98;3;214;2
57;95;3;274;4
85;89;4;150;3
85;89;4;150;3
74;66;3;254;2
97;96;3;212;3
72;71;3;132;2
52;97;3;185;2
92;51;3;223;2
79;86;3;139;3
65;96;5;226;2
77;85;3;136;3
94;63;5;261;3
73;96;2;151;3
94;85;4;180;4
88;84;3;266;3
96;68;5;145;3
87;98;3;174;3
92;55;3;259;3
68;54;3;251;2
86;56;5;141;2
77;82;3;147;4
87;88;3;179;2
98;66;2;255;3
52;98;4;265;3
52;98;4;265;3
47;49;2;112;3
88;89;5;189;2
53;72;2;172;5
76;83;4;246;2
56;39;5;263;4
75;68;3;237;5
62;97;5;180;2
92;58;3;261;3
83;57;3;137;2
48;77;5;250;2
48;77;5;250;2
98;75;5;188;2
88;88;3;153;3
72;73;5;134;2
97;77;4;208;2
99;55;3;197;2
52;38;3;132;4
88;58;5;266;3
57;49;4;247;2
86;65;4;243;2
61;97;3;148;3
83;98;5;187;4
97;67;3;169;2
32;72;2;240;5
96;51;3;237;4
74;86;5;153;2
99;55;4;179;4
85;69;5;273;3
62;36;2;137;4
77;89;3;142;3
73;89;3;139;3
68;83;3;144;2
61;56;2;123;2
27;75;5;264;3
22;59;5;162;2
88;84;4;170;2
86;96;4;167;3
82;99;5;252;3
95;53;4;143;3
61;45;3;114;3
74;89;3;160;2
97;65;3;219;2
13;72;3;244;4
92;85;3;207;2
92;85;3;207;2
95;61;3;224;2
95;61;3;224;2
99;65;3;209;2
91;85;5;214;2
96;48;3;182;2
86;77;3;271;3
91;67;5;137;3
34;55;3;136;2
79;52;3;134;2
57;96;4;177;2
72;87;4;154;2
64;79;3;253;2
85;39;4;239;4
68;99;3;263;3
38;47;3;189;5
95;69;3;225;2
57;94;3;230;2
96;75;4;177;2
72;71;3;133;2
88;88;3;214;2
99;69;3;206;2
97;78;5;156;3
53;87;3;151;2
61;89;4;242;2
61;89;4;242;2
86;86;4;227;2
96;78;3;209;2
91;77;3;144;3
91;77;3;144;3
93;99;4;209;3
94;67;3;142;3
99;66;3;181;2
99;66;3;181;2
98;42;5;226;3
84;51;6;141;2
95;52;3;144;3
49;92;4;229;2
97;88;5;173;3
52;93;2;271;3
88;57;4;261;4
74;38;2;126;3
32;87;2;197;2
96;76;4;152;3
72;81;4;144;2
39;91;2;212;2
39;91;2;212;2
16;83;5;173;4
16;83;5;173;4
72;98;4;156;3
72;98;4;156;3
83;56;4;269;3
62;68;3;253;5
91;97;4;183;3
73;79;4;208;5
82;68;3;140;2
98;53;4;192;2
56;76;3;134;2
95;75;3;253;4
93;77;5;224;2
99;77;5;160;3
88;55;3;263;3
97;53;4;247;3
73;68;3;132;2
83;98;5;189;4
96;51;5;205;2
82;84;3;237;2
64;93;4;233;2
95;71;3;223;2
96;64;3;166;2
96;64;3;166;2
73;49;4;243;2
73;49;4;243;2
89;64;4;237;2
89;93;4;245;4
86;88;4;220;2
17;85;3;234;3
49;94;3;144;3
49;94;3;144;3
79;66;4;139;4
63;83;6;242;5
66;49;4;194;5
48;95;3;184;2
78;95;3;155;3
28;51;3;124;3
35;69;3;141;2
79;91;3;226;2
94;78;3;218;2
98;66;3;150;3
37;82;3;199;5
63;98;4;265;3
84;71;4;273;3
92;84;4;208;2
98;86;2;219;4
97;52;5;149;3
35;37;4;153;2
99;71;4;155;3
49;71;2;117;3
55;49;2;180;5
93;63;3;160;4
49;96;2;206;2
99;92;3;220;3
22;96;3;213;3
17;88;6;226;3
34;67;4;141;2
34;67;4;141;2
34;67;4;141;2
62;87;3;151;2
73;99;3;160;3
77;82;4;134;3
77;82;4;134;3
89;86;4;153;3
89;86;4;153;3
61;98;4;199;2
97;74;4;209;2
97;74;4;209;2
74;55;6;130;2
46;82;2;189;5
48;49;4;242;2
62;71;3;255;2
89;87;4;209;2
23;97;4;200;3
53;58;4;251;2
97;87;3;207;4
72;62;4;252;2
93;55;5;222;2
34;76;6;237;5
66;57;6;278;3
33;65;2;239;5
87;95;4;251;3
55;46;4;226;5
21;61;3;173;2
99;73;4;240;4
99;73;4;240;4
93;56;5;140;3
93;56;5;140;3
55;82;3;248;2
82;88;4;171;2
94;69;3;164;2
47;62;6;171;5
98;89;5;181;3
78;56;3;271;4
55;96;4;267;3
99;67;3;200;2
63;86;3;245;2
88;62;4;237;2
98;68;4;253;3
99;81;4;246;3
87;49;4;149;2
68;79;5;139;4
96;55;5;211;2
79;49;3;137;2
24;89;5;169;4
77;58;2;247;2
61;76;4;135;2
77;91;5;268;3
79;94;3;204;2
62;97;4;266;3
73;93;5;162;4
73;93;5;162;4
66;95;4;224;2
73;68;5;133;2
88;82;3;265;3
88;82;3;265;3
53;78;2;138;2
84;93;3;159;3
84;93;3;159;3
32;66;3;144;2
35;78;5;275;4
93;49;3;211;2
91;85;4;203;2
73;51;3;244;2
93;97;4;227;3
51;61;4;251;2
95;74;4;258;3
58;75;4;253;2
41;86;6;215;5
64;51;4;247;2
91;91;3;167;3
91;61;3;262;3
95;96;3;220;3
95;96;3;220;3
63;94;2;228;2
65;55;4;250;2
54;71;5;253;2
21;55;4;189;2
56;94;3;226;2
51;81;3;143;2
56;92;3;232;2
49;46;2;129;2
83;94;3;160;3
88;58;5;264;3
81;79;5;135;3
97;66;4;214;2
35;66;2;140;2
76;93;3;266;3
95;49;4;178;2
99;92;4;212;3
76;98;4;258;3
83;36;4;242;3
72;93;4;174;2
16;88;6;218;3
75;75;2;141;4
89;93;5;191;4
96;62;4;217;2
69;97;4;264;3
15;87;4;194;4
87;52;3;152;4
54;82;2;279;3
92;61;2;228;2
86;55;5;149;4
99;77;3;190;4
76;92;3;176;2
76;92;3;176;2
95;75;4;151;3
95;75;4;151;3
45;75;2;246;2
89;69;4;137;3
48;85;3;279;4
53;56;4;249;2
61;77;4;252;2
15;37;2;167;3
44;37;2;219;2
44;37;2;219;2
63;94;4;145;3
75;94;5;217;2
75;94;5;217;2
72;39;3;257;3
89;58;4;232;2
49;86;5;235;5
48;87;3;236;2
96;59;3;214;2
75;53;3;244;2
57;81;3;142;2
22;64;6;260;4
44;45;3;133;2
14;62;4;158;4
14;62;4;158;4
14;62;4;158;4
84;75;4;135;3
84;75;4;135;3
62;48;4;271;3
32;73;6;194;5
46;57;4;275;3
57;58;3;251;2
96;75;5;176;4
33;88;6;260;3
58;97;3;265;3
58;97;5;265;3
66;96;4;185;2
57;97;5;196;2
61;68;3;254;2
45;75;3;122;3
51;96;5;268;4
72;68;3;135;4
19;55;5;148;4
16;89;4;196;3
34;56;3;139;2
32;86;4;266;4
32;86;4;266;4
75;98;2;161;3
95;78;3;204;2
97;54;5;185;2
59;56;4;250;2
83;71;3;243;2
18;48;4;240;4
28;94;6;167;3
91;66;4;139;3
93;73;4;168;2
98;92;5;221;3
57;56;4;113;3
92;91;4;247;3
36;82;4;218;5
49;99;4;258;3
98;66;3;204;2
58;94;4;225;2
58;86;3;151;2
66;91;4;234;2
66;91;4;234;2
55;97;4;267;4
78;91;3;177;2
78;91;3;177;2
98;62;3;203;2
75;67;4;135;2
84;43;6;246;4
58;97;5;202;2
81;61;4;142;4
52;77;4;134;4
95;66;4;168;2
79;55;5;242;2
83;95;3;255;3
85;79;3;157;4
58;55;3;178;5
93;84;3;159;3
96;85;4;247;3
96;85;4;247;3
93;58;4;222;2
88;76;4;159;4
92;67;4;161;4
84;56;3;266;3
83;91;3;155;3
83;91;3;155;3
72;57;2;248;2
14;71;2;155;3
89;93;4;249;3
94;57;3;166;4
13;49;6;227;4
25;65;3;264;4
17;84;5;232;3
17;84;5;232;3
17;84;5;232;3
88;73;5;267;3
48;94;3;185;2
85;72;3;150;2
79;87;3;232;2
61;97;4;198;2
23;96;4;213;4
65;95;2;180;2
65;95;2;180;2
53;74;3;135;2
33;69;3;125;3
91;82;3;183;2
96;85;3;168;3
51;95;3;187;2
43;88;2;149;4
43;88;2;149;4
95;67;4;219;2
36;62;4;237;2
98;92;4;201;3
99;61;3;154;3
91;75;3;166;2
67;52;3;273;3
54;86;4;205;5
73;79;4;145;2
87;78;4;142;3
96;69;3;214;2
82;73;3;148;4
88;75;4;159;2
69;95;5;184;2
66;94;4;176;2
73;98;4;160;3
81;75;4;243;2
92;76;3;171;2
87;97;4;243;3
87;97;4;243;3
54;64;2;128;2
44;54;3;115;3
94;79;3;256;3
42;48;5;191;5
42;53;3;181;5
58;66;3;250;5
89;77;3;144;3
89;77;3;144;3
91;82;4;259;3
69;91;3;167;2
69;98;3;261;4
84;98;4;246;3
61;96;3;214;2
61;96;3;214;2
93;62;4;258;3
31;38;3;173;2
83;64;4;242;2
86;92;3;162;3
73;82;3;133;3
37;41;2;146;2
92;53;3;253;3
51;51;3;272;3
73;81;4;245;2
84;89;4;187;2
86;64;4;147;2
87;74;4;265;4
82;77;4;152;2
95;58;5;169;2
76;99;3;166;3
98;68;4;154;3
91;56;4;251;4
75;51;4;138;4
29;47;5;139;4
35;59;5;268;3
24;65;3;143;4
85;49;3;258;3
52;37;3;137;4
49;49;4;240;2
67;61;3;251;2
83;79;4;270;3
73;59;4;214;5
92;55;4;220;2
49;85;4;238;2
59;47;3;129;2
74;95;5;170;4
22;64;3;193;2
95;95;4;204;3
78;77;3;244;2
78;77;3;244;2
66;97;3;263;3
92;78;4;177;2
66;89;4;139;3
68;71;5;135;4
77;49;3;265;3
63;63;5;252;2
71;77;4;142;2
87;87;5;207;2
87;87;5;207;2
79;51;4;237;2
84;84;4;266;3
84;84;4;266;3
97;58;3;200;2
